16:23:54.453 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.Electrostore.service.ServiceImpl.CategoryServiceImplTest], using SpringBootContextLoader
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	... 14 common frames omitted
19:01:40.667 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
19:01:40.674 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
19:01:40.711 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
19:01:57.594 INFO  c.h.E.ElectrostoreApplication - Starting ElectrostoreApplication using Java 17.0.4 on LAPTOP-3MK6RBMS with PID 21224 (C:\Users\morek\Desktop\BikkadIT\electro\Electrostore\target\classes started by morek in C:\Users\morek\Desktop\BikkadIT\electro\Electrostore)
19:01:57.603 INFO  c.h.E.ElectrostoreApplication - The following 1 profile is active: "dev"
19:01:57.643 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
19:01:57.794 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
19:01:57.795 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
19:02:01.523 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
19:02:01.794 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 231 ms. Found 3 JPA repository interfaces.
19:02:03.170 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9197 (http)
19:02:03.195 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9197"]
19:02:03.196 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
19:02:03.196 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
19:02:03.452 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
19:02:03.458 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 5661 ms
19:02:04.236 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
19:02:04.467 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
19:02:05.631 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
19:02:05.892 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
19:02:06.527 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
19:02:06.582 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
19:02:08.202 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
19:02:08.219 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
19:02:09.266 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
19:02:10.309 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
19:02:10.336 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9197"]
19:02:10.412 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9197 (http) with context path ''
19:02:10.428 INFO  c.h.E.ElectrostoreApplication - Started ElectrostoreApplication in 13.808 seconds (JVM running for 15.627)
19:02:24.662 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
19:02:24.668 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
19:02:24.684 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
19:02:30.440 INFO  c.h.E.ElectrostoreApplication - Starting ElectrostoreApplication using Java 17.0.4 on LAPTOP-3MK6RBMS with PID 12996 (C:\Users\morek\Desktop\BikkadIT\electro\Electrostore\target\classes started by morek in C:\Users\morek\Desktop\BikkadIT\electro\Electrostore)
19:02:30.440 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
19:02:30.444 INFO  c.h.E.ElectrostoreApplication - The following 1 profile is active: "dev"
19:02:30.537 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
19:02:30.538 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
19:02:31.823 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
19:02:31.961 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 122 ms. Found 3 JPA repository interfaces.
19:02:33.123 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9197 (http)
19:02:33.141 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9197"]
19:02:33.142 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
19:02:33.143 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
19:02:33.286 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
19:02:33.287 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2747 ms
19:02:33.594 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
19:02:33.689 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
19:02:33.996 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
19:02:34.166 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
19:02:34.645 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
19:02:34.673 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
19:02:35.971 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
19:02:35.990 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
19:02:36.953 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
19:02:37.542 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
19:02:37.565 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9197"]
19:02:37.609 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9197 (http) with context path ''
19:02:37.630 INFO  c.h.E.ElectrostoreApplication - Started ElectrostoreApplication in 7.759 seconds (JVM running for 8.699)
19:03:04.452 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
19:03:04.454 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
19:03:04.457 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
19:03:04.799 INFO  c.h.Electrostore.service.FileService - filename : nathan-dumlao-LPRrEJU2GbQ-unsplash.jpg 
19:03:04.823 INFO  c.h.E.s.S.ProductServiceImpl - finding product ...
19:03:04.998 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully !!
19:03:05.001 INFO  c.h.E.s.S.ProductServiceImpl - updating productDto...
19:03:05.112 INFO  c.h.E.s.S.ProductServiceImpl - product updated successfully !!
19:03:05.273 WARN  o.s.w.m.s.StandardServletMultipartResolver - Failed to perform cleanup of multipart items
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.springframework.web.multipart.support.StandardServletMultipartResolver.cleanupMultipart(StandardServletMultipartResolver.java:134)
	at org.springframework.web.servlet.DispatcherServlet.cleanupMultipart(DispatcherServlet.java:1250)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1107)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:964)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:696)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:779)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:227)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:177)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	... 44 common frames omitted
19:03:05.276 ERROR o.a.coyote.http11.Http11Processor - Error processing request
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.apache.catalina.connector.Request.recycle(Request.java:483)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:441)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	... 13 common frames omitted
19:03:05.279 ERROR o.a.coyote.http11.Http11NioProtocol - Error reading request, ignored
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.apache.catalina.connector.Request.recycle(Request.java:483)
	at org.apache.catalina.connector.CoyoteAdapter.log(CoyoteAdapter.java:515)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:429)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	... 13 common frames omitted
19:03:05.283 ERROR o.apache.tomcat.util.net.NioEndpoint - Error running socket processor
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.apache.catalina.connector.Request.recycle(Request.java:483)
	at org.apache.catalina.connector.CoyoteAdapter.log(CoyoteAdapter.java:515)
	at org.apache.catalina.connector.CoyoteAdapter.checkRecycled(CoyoteAdapter.java:539)
	at org.apache.coyote.http11.Http11Processor.recycle(Http11Processor.java:1439)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.release(AbstractProtocol.java:1098)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:1056)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.9743629518220083171\work\Tomcat\localhost\ROOT\upload_f6ac5a5c_4ecc_4d07_ab4a_58211c813696_00000000.tmp
	... 14 common frames omitted
19:31:15.820 INFO  c.h.E.s.S.ProductServiceImpl - finding product ...
19:31:16.056 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully !!
19:31:16.057 INFO  c.h.E.controller.ProductController - product image Name : 5062d0aa-6bb0-419e-aff9-dfa0a3002f7c.jpg 
19:31:16.058 INFO  c.h.Electrostore.service.FileService - getting resource file ...
19:31:16.071 INFO  c.h.Electrostore.service.FileService - found resource file with name ...java.io.FileInputStream@2c11ab04
19:31:28.049 INFO  c.h.E.s.S.ProductServiceImpl - finding product ...
19:31:28.084 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully !!
19:31:28.084 INFO  c.h.E.controller.ProductController - product image Name : 5062d0aa-6bb0-419e-aff9-dfa0a3002f7c.jpg 
19:31:28.084 INFO  c.h.Electrostore.service.FileService - getting resource file ...
19:31:28.085 INFO  c.h.Electrostore.service.FileService - found resource file with name ...java.io.FileInputStream@4275b74f
19:57:28.183 WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3m22s512ms646µs).
20:09:18.841 WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3m20s506ms328µs).
23:32:43.596 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
23:32:43.685 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
23:32:43.716 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
